,rua,metro_quadrado,quartos,garagens,banheiros,preco,id,scrapy_datetime,lat,lon
375,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        155 ,3,2,1,650000,2477718589,2022-05-08 20:08:48,-7.9824958,-34.8375212
376,"            Rio Doce, Olinda",        35 ,1,1,1,200000,2497523431,2022-05-08 20:08:48,-7.9661053,-34.8322058
377,"            Rua do Sol, Carmo",        154 ,3,2,,650000,2558422069,2022-05-08 20:08:48,-21.9314728,-42.6076037
378,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        61 ,3,1,1,368000,2523644538,2022-05-08 20:08:48,-7.9827993,-34.8384556
379,"            Rua Alecrim, Rio Doce",        52 ,2,1,1,154000,2549228345,2022-05-08 20:08:48,-7.9607047,-34.8433729
380,"            Jardim Brasil, Olinda",        130 ,3,2,2,180000,2557201485,2022-05-08 20:08:48,-8.0039768,-34.8709438
381,"            Jardim Atlântico, Olinda",        65 ,2,1,1,160000,2548226261,2022-05-08 20:08:48,-7.9753891,-34.8459936
382,"            Casa Caiada, Olinda",        94 ,2,1,2,290000,2551015111,2022-05-08 20:08:48,-7.9835463,-34.8389609
383,"            Avenida da Asa Branca, Rio Doce",        46 ,2,1,1,159000,2553250235,2022-05-08 20:08:48,-7.9571815,-34.8454746
384,"            Avenida Caxangá, Madalena",        48 - 67 ,        2 - 3 ,        1 - 2 ,2,312000,2496961780,2022-05-08 20:08:48,-8.0551171,-34.912815
385,"            Avenida Prefeito Lima Castro, Ilha do Retiro",        135 ,4,2,        4 - 5 ,1099166,2513142082,2022-05-08 20:08:48,-8.0644712,-34.9023214
386,"            Avenida Engenheiro José Estelita, São José",        226 - 268 ,4,4,6,2437494,2513139310,2022-05-08 20:08:48,-8.0755812,-34.8867232
387,"            Rua Odílio Campos, Casa Caiada",        82 ,2,1,1,180000,2550355694,2022-05-08 20:08:48,-7.9880853,-34.8441724
388,"            Rua Barão de São Borja, Bairro Novo",        114 ,3,3,3,329000,2549356290,2022-05-08 20:08:48,-7.9949765,-34.8474288
389,"            Casa Caiada, Olinda",        106 ,3,1,1,410000,2558524605,2022-05-08 20:08:48,-7.9835463,-34.8389609
390,"            Rua Romildo José Ferreira Gomes, Jardim Atlântico",        103 ,4,2,1,260000,2552032255,2022-05-08 20:08:48,-7.9780447,-34.841945
391,"            Rua Camomila, Ouro Preto",        49 ,2,1,1,168500,2546373189,2022-05-08 20:08:48,-7.99454,-34.8655324
392,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        120 ,3,2,2,400000,2558437769,2022-05-08 20:08:48,-7.9827993,-34.8384556
393,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        62 ,3,1,2,385000,2525337876,2022-05-08 20:08:48,-7.9827993,-34.8384556
394,"            Casa Caiada, Olinda",        58 ,2,1,2,360000,2514912975,2022-05-08 20:08:48,-7.9835463,-34.8389609
395,"            Rua Coronel João Ribeiro, Bairro Novo",        52 ,2,1,1,260000,2535846584,2022-05-08 20:08:48,-8.0007627,-34.8421559
396,"            Estrada de Aguazinha, Peixinhos",        40 ,2,1,1,160000,2547732124,2022-05-08 20:08:48,-8.0018303,-34.8857777
397,"            Rua Java, Bonsucesso",        60 ,4,1,2,590000,2545888859,2022-05-08 20:08:48,-8.0070085,-34.8456136
398,"            Avenida Pau-brasil, Fragoso",        50 ,2,1,,115000,2476520180,2022-05-08 20:08:48,-22.5889616,-43.1989273
399,"            Rua Antônio Estelita Passos, Casa Caiada",        324 ,4,5,5,1090000,2551884818,2022-05-08 20:08:48,-7.9851678,-34.8396388
400,"            Rua Nereu Gomes Maciel, Casa Caiada",        68 ,3,1,2,400000,2549369764,2022-05-08 20:08:48,-7.9736004,-34.8339395
401,"            Avenida Ministro Marcos Freire, Casa Caiada",        49 ,2,1,1,365000,2552121154,2022-05-08 20:08:48,-7.9811394,-34.8352712
402,"            Casa Caiada, Olinda",        55 ,2,1,1,350000,2543095134,2022-05-08 20:08:48,-7.9835463,-34.8389609
403,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        56 ,2,1,2,407000,2515413576,2022-05-08 20:08:48,-7.9908448,-34.8408931
404,"            Avenida São João Batista, Jardim Atlântico",        94 ,3,1,3,134000,2560846778,2022-05-08 20:08:48,,
405,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        55 ,2,1,1,426000,2560046632,2022-05-08 20:08:48,-7.9908448,-34.8408931
406,"            Rua José Alexandre de Carvalho, Jardim Fragoso",        60 ,2,1,1,140000,2484439597,2022-05-08 20:08:48,-7.984358,-34.8526856
407,"            Rua Professor José Cândido Pessoa, Bairro Novo",        100 ,3,2,1,650000,2474041181,2022-05-08 20:08:48,-8.003732,-34.8413302
408,"            Casa Caiada, Olinda",        34 ,1,1,,220000,2555595777,2022-05-08 20:08:48,-7.9835463,-34.8389609
409,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        55 ,2,1,2,399900,2523525874,2022-05-08 20:08:48,-7.9908448,-34.8408931
410,"            Jardim Atlântico, Olinda",        52 ,2,1,,227500,2559724770,2022-05-08 20:08:48,-7.9753891,-34.8459936
411,"            Rua Jornalista Luís de Andrade, Casa Caiada",        97 ,3,2,4,770000,2478364284,2022-05-08 20:08:48,-7.9866315,-34.8418334
412,"            Rua Artur Serpa, Casa Caiada",        52 ,2,1,2,165000,2551000739,2022-05-08 20:08:48,-7.9898147,-34.8451905
413,"            Avenida da Asa Branca, Rio Doce",        46 ,2,2,,174200,2560305269,2022-05-08 20:08:48,-7.9571815,-34.8454746
414,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        90 ,3,1,2,300000,2529296785,2022-05-08 20:08:48,-7.9824958,-34.8375212
415,"            Rua Professor Marculino Botelho, Bairro Novo",        120 ,3,1,3,350000,2533343440,2022-05-08 20:08:48,-7.9931262,-34.8394801
416,"            Rua Álvaro da Boa Vista Maia, Jardim Atlântico",        105 ,4,1,2,160000,2552160020,2022-05-08 20:08:48,-7.9712137,-34.8395651
417,"            Rua Professora Elisa Saldanha, Fragoso",        55 ,2,1,1,170000,2532771364,2022-05-08 20:08:48,-7.986217,-34.8492824
418,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        67 ,1,,,620000,2529839189,2022-05-08 20:08:48,-7.9848483,-34.8380293
419,"            Bairro Novo, Olinda",        105 ,3,1,1,400000,2217125639,2022-05-08 20:08:48,-8.0027701,-34.8431006
420,"            Fragoso, Olinda",        82 ,2,1,,150000,2518113132,2022-05-08 20:08:48,-7.9842603,-34.8520068
421,"            Rua Oito, Rio Doce",        51 ,1,1,,75350,2561726016,2022-05-08 20:08:48,-7.9593894,-34.8542665
422,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        55 ,2,1,2,350000,2544757182,2022-05-08 20:08:48,-7.9848483,-34.8380293
423,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        64 ,3,1,2,428000,2519067888,2022-05-08 20:08:48,-7.9827993,-34.8384556
424,"            Rua Professor José Cândido Pessoa, Bairro Novo",        112 ,3,2,4,750000,2541592233,2022-05-08 20:08:48,-8.003732,-34.8413302
425,"            Rua Ayrton Senna, Rio Doce",        46 ,2,1,1,186360,2554180248,2022-05-08 20:08:48,-7.9673038,-34.8347981
426,"            Rua Professor José Cândido Pessoa, Bairro Novo",        111 ,3,2,1,690000,2556827866,2022-05-08 20:08:48,-8.003732,-34.8413302
427,"            Rua Álvaro da Boa Vista Maia, Jardim Atlântico",        95 ,3,1,3,300000,2538329878,2022-05-08 20:08:48,-7.9712137,-34.8395651
428,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        90 ,3,1,2,360000,2558405430,2022-05-08 20:08:48,-7.9824958,-34.8375212
429,"            Rua Aluísio de Azevedo, Jardim Atlântico",        68 ,2,1,2,140000,2559466725,2022-05-08 20:08:48,-7.9761781,-34.8411158
430,"            Rua Professor Francisco Xavier Paes Barreto, Casa Caiada",        127 ,3,3,,460000,2559721782,2022-05-08 20:08:48,-7.9903257,-34.8422608
431,"            Jardim Atlântico, Olinda",        90 ,3,1,1,180000,2558255124,2022-05-08 20:08:48,-7.9753891,-34.8459936
432,"            Rua do Xexéu, Rio Doce",        50 ,2,1,1,154000,2553558009,2022-05-08 20:08:48,-7.957805,-34.8452617
433,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        50 ,2,1,2,230000,2532395686,2022-05-08 20:08:48,-7.9824958,-34.8375212
434,"            Jardim Brasil, Olinda",        145 ,3,2,2,195000,2548774700,2022-05-08 20:08:48,-8.0039768,-34.8709438
435,"            Rua Professor Diógenes Fernandes Távora, Casa Caiada",        57 ,3,1,2,190000,2551125156,2022-05-08 20:08:48,-7.9851617,-34.8453235
436,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        70 ,2,1,1,175000,2556124679,2022-05-08 20:08:48,-7.974585,-34.8386276
437,"            Rua Eduardo de Moraes, Bairro Novo",        85 ,2,1,1,335000,2543095142,2022-05-08 20:08:48,-7.9942423,-34.8426543
438,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        100 ,3,2,1,589900,2551231105,2022-05-08 20:08:48,-7.9824958,-34.8375212
439,"            Rua Professor José Cândido Pessoa, Bairro Novo",        75 ,3,1,2,400000,2550324553,2022-05-08 20:08:48,-8.003732,-34.8413302
440,"            Rua Jornalista Luís de Andrade, Casa Caiada",        95 ,3,2,4,770000,2560631810,2022-05-08 20:08:48,-7.9866315,-34.8418334
441,"            Rua Rogaciano de Santana, Jardim Atlântico",        81 ,2,2,,261000,2540776117,2022-05-08 20:08:48,-7.9671712,-34.838561
442,"            Rua Coronel João Manguinhos, Bairro Novo",        54 ,2,1,2,270000,2559121363,2022-05-08 20:08:48,-7.9997951,-34.8440356
443,"            Rua Jornalista Edson Regis, Jardim Atlântico",        65 ,2,1,2,210000,2533838292,2022-05-08 20:08:48,-7.9751264,-34.8373879
444,"            Salgadinho, Olinda",        49 ,1,1,1,141000,2556953492,2022-05-08 20:08:48,-8.028740899999999,-34.8682103
445,"            Casa Caiada, Olinda",        76 ,3,1,1,380000,2548325095,2022-05-08 20:08:48,-7.9835463,-34.8389609
446,"            Rua João da Costa Lima, Casa Caiada",        59 ,2,1,2,369000,2558722407,2022-05-08 20:08:48,-7.9877679,-34.8420628
447,"            Avenida Guararapes, Jardim Atlântico",        80 ,3,1,2,200000,2561885590,2022-05-08 20:08:48,-7.9786434,-34.8422404
448,"            Peixinhos, Olinda",        47 ,2,1,1,195000,2556430730,2022-05-08 20:08:48,-8.013118799999999,-34.8723992
449,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        41 ,1,1,,380000,2549521378,2022-05-08 20:08:48,-7.9848483,-34.8380293
450,"            Casa Caiada, Olinda",        89 ,3,1,3,185000,2547063641,2022-05-08 20:08:48,-7.9835463,-34.8389609
451,"            Casa Caiada, Olinda",        57 ,2,1,2,190000,2542578908,2022-05-08 20:08:48,-7.9835463,-34.8389609
452,"            Rua Catulo da Paixão Cearense, Jardim Atlântico",        75 ,3,1,2,250000,2559742090,2022-05-08 20:08:48,-7.9753849,-34.8367645
453,"            Jardim Atlântico, Olinda",        90 ,3,1,2,295000,2559731503,2022-05-08 20:08:48,-7.9753891,-34.8459936
454,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        116 ,3,2,3,630000,2497599783,2022-05-08 20:08:48,-7.9892805,-34.8399215
455,"            Rua C-1, Rio Doce",        47 ,2,1,1,186360,2559666706,2022-05-08 20:08:48,-7.9655212,-34.8342289
456,"            Casa Caiada, Olinda",        83 ,3,1,1,220000,2559723506,2022-05-08 20:08:48,-7.9835463,-34.8389609
457,"            Avenida Ministro Marcos Freire, Casa Caiada",        78 ,3,2,2,300000,2528197437,2022-05-08 20:08:48,-7.9811394,-34.8352712
458,"            Avenida Ministro Marcos Freire, Casa Caiada",        50 ,2,1,2,364000,2551536065,2022-05-08 20:08:48,-7.9811394,-34.8352712
459,"            Vila Popular, Olinda",        1053 ,4,,,2300000,91389024,2022-05-08 20:08:48,-8.0144028,-34.8627151
460,"            Bultrins, Olinda",        56 ,3,1,1,215000,2560618759,2022-05-08 20:08:48,-7.9976816,-34.852405
461,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        75 ,3,1,3,530000,2523524775,2022-05-08 20:08:48,-7.9908448,-34.8408931
462,"            Rua Hélio Rodrigues Cardoso, Casa Caiada",        60 ,2,1,2,239990,2560385769,2022-05-08 20:08:48,-7.9970371,-34.8477665
463,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        55 ,2,1,2,565000,2540071087,2022-05-08 20:08:48,-7.9908448,-34.8408931
464,"            Rua Ayrton Senna, Rio Doce",        46 ,2,1,1,188248,2558566781,2022-05-08 20:08:48,-7.9673038,-34.8347981
465,"            Rua Bananal, Jardim Brasil",        180 ,4,2,4,350000,2543336721,2022-05-08 20:08:48,-8.0059939,-34.870382
466,"            Rua Santa Terezinha, Jardim Atlântico",        48 ,2,1,2,229900,2500809960,2022-05-08 20:08:48,-7.9777366,-34.8417893
467,"            Rua Manuel Antônio Ferreira, Ouro Preto",        100 ,2,1,2,200000,2558421401,2022-05-08 20:08:48,-20.402211,-43.5105574
468,"            Bairro Novo, Olinda",        61 ,2,1,1,375600,2523706009,2022-05-08 20:08:48,-8.0027701,-34.8431006
469,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        87 ,2,1,1,450000,2556024630,2022-05-08 20:08:48,-7.9824958,-34.8375212
470,"            Rua Pereira Simões, Bairro Novo",        117 ,5,2,4,790000,2560618176,2022-05-08 20:08:48,-8.0005265,-34.8434549
471,"            Avenida Nápoles, Rio Doce",        52 ,2,1,1,80000,2525186638,2022-05-08 20:08:48,-7.9675749,-34.8512369
472,"            Rua Francisco Beltrão de Andrade Lima, Jardim Atlântico",        75 ,3,1,2,155000,2560615832,2022-05-08 20:08:48,-7.9699548,-34.8405459
473,"            Rua Maria Ramos, Bairro Novo",        54 ,2,1,2,380000,2558427672,2022-05-08 20:08:48,-8.0003012,-34.8427491
474,"            Rua Elesbão de Castro, Bairro Novo",        64 ,3,1,2,350000,2559395117,2022-05-08 20:08:48,-7.9999811,-34.8426932
475,"            Rua Jornalista Edson Regis, Jardim Atlântico",        76 ,3,1,2,240000,2548257835,2022-05-08 20:08:48,-7.9751264,-34.8373879
476,"            Rua Everaldo Xavier, Jardim Atlântico",        53 ,2,1,1,220000,2560661962,2022-05-08 20:08:48,-7.975346,-34.8444302
477,"            Rua Delmiro Monteiro da Purificação, Jardim Atlântico",        65 ,2,1,1,215000,2553508551,2022-05-08 20:08:48,-7.9711973,-34.8378979
478,"            Avenida São João Batista, Jardim Atlântico",        53 ,2,1,2,230652,2559395112,2022-05-08 20:08:48,,
479,"            Varadouro, Olinda",        66 ,3,1,1,215000,2554501590,2022-05-08 20:08:48,-8.019477,-34.8538024
480,"            Bairro Novo, Olinda",        190 ,2,3,1,280000,2550926205,2022-05-08 20:08:48,-8.0027701,-34.8431006
481,"            Rua Neusta Pierre, Jardim Atlântico",        94 ,3,1,1,200000,2541561526,2022-05-08 20:08:48,-7.9767988,-34.8413432
482,"            Rua Cassiterita, Amaro Branco",        190 ,4,2,4,730000,2551864377,2022-05-08 20:08:48,-8.0086851,-34.8463409
483,"            Rua do Xexéu, Rio Doce",        45 ,2,1,1,149000,2561561489,2022-05-08 20:08:48,-7.957805,-34.8452617
484,"            Casa Caiada, Olinda",        80 ,3,2,1,359000,2558253212,2022-05-08 20:08:48,-7.9835463,-34.8389609
485,"            Rua Artur Serpa, Casa Caiada",        52 ,2,1,2,175000,2551000247,2022-05-08 20:08:48,-7.9898147,-34.8451905
486,"            Avenida Coronel João Melo Moraes, Jardim Fragoso",        55 ,2,1,1,190000,2555157894,2022-05-08 20:08:48,-7.9718417,-34.8584392
487,"            Casa Caiada, Olinda",        75 ,3,1,1,369600,2558255397,2022-05-08 20:08:48,-7.9835463,-34.8389609
488,"            Avenida Ministro Marcos Freire, Casa Caiada",        93 ,3,2,3,600000,2544506384,2022-05-08 20:08:48,-7.9811394,-34.8352712
489,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        118 ,3,1,3,400000,2548954929,2022-05-08 20:08:48,-7.9848483,-34.8380293
490,"            Casa Caiada, Olinda",        61 ,2,1,2,377000,2523705729,2022-05-08 20:08:48,-7.9835463,-34.8389609
491,"            Casa Caiada, Olinda",        55 ,2,1,2,130000,2559717798,2022-05-08 20:08:48,-7.9835463,-34.8389609
492,"            Jardim Atlântico, Olinda",        62 ,2,1,1,165000,2535946088,2022-05-08 20:08:48,-7.9753891,-34.8459936
493,"            Avenida Ministro Marcos Freire, Casa Caiada",        50 ,2,1,2,400000,2551683655,2022-05-08 20:08:48,-7.9811394,-34.8352712
494,"            Bairro Novo, Olinda",        100 ,3,1,2,260000,2561916889,2022-05-08 20:08:48,-8.0027701,-34.8431006
495,"            Bairro Novo, Olinda",        100 ,2,3,2,360000,2553016464,2022-05-08 20:08:48,-8.0027701,-34.8431006
496,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        113 ,3,1,3,240000,2501906499,2022-05-08 20:08:48,-7.9643799,-34.8318207
497,"            Bairro Novo, Olinda",        116 ,4,2,1,790000,2560447633,2022-05-08 20:08:48,-8.0027701,-34.8431006
498,"            Rua Doutor Manoel de Almeida Belo, Bairro Novo",        95 ,2,1,2,265000,2552563763,2022-05-08 20:08:48,-8.0013614,-34.841539
499,"            Avenida Escritor Ramos de Almeida, Jardim Atlântico",        75 ,2,1,2,140000,2558421430,2022-05-08 20:08:48,-7.9740591,-34.8454469
500,"            Rua Jornalista Edson Regis, Jardim Atlântico",        58 ,2,1,1,210000,2553157422,2022-05-08 20:08:48,-7.9751264,-34.8373879
501,"            Jardim Atlântico, Olinda",        74 ,3,1,2,180000,2556489762,2022-05-08 20:08:48,-7.9753891,-34.8459936
502,"            Rua José Alexandre de Carvalho, Fragoso",        52 ,2,1,1,234900,2559317229,2022-05-08 20:08:48,-7.984358,-34.8526856
503,"            Bairro Novo, Olinda",        57 ,2,2,,244900,2555690056,2022-05-08 20:08:48,-8.0027701,-34.8431006
504,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        76 ,3,2,2,500000,2544247809,2022-05-08 20:08:48,-7.9908448,-34.8408931
505,"            Jardim Atlântico, Olinda",        74 ,3,1,2,200000,2549160176,2022-05-08 20:08:48,-7.9753891,-34.8459936
506,"            Rua Joana D'Arc Sampaio, Casa Caiada",        65 ,2,1,2,410000,2548410608,2022-05-08 20:08:48,-7.9786947,-34.8344751
507,"            Rua Nereu Gomes Maciel, Casa Caiada",        70 ,3,1,2,370000,2548552365,2022-05-08 20:08:48,-7.9736004,-34.8339395
508,"            Peixinhos, Olinda",        260 ,3,3,1,300000,2555461168,2022-05-08 20:08:48,-8.013118799999999,-34.8723992
509,"            Rua Alcina Coelho de Carvalho, Casa Caiada",        72 ,3,1,2,205000,2558283067,2022-05-08 20:08:48,-7.9852096,-34.8411002
510,"            Rua Valentino Rafael, Bultrins",        65 ,2,1,2,125000,2558422056,2022-05-08 20:08:48,-7.9979017,-34.8512752
511,"            Rua Sete, Rio Doce",        46 ,2,1,1,185000,2549437367,2022-05-08 20:08:48,-7.9665249,-34.8459423
512,"            Rua Artur Serpa, Casa Caiada",        55 ,2,1,2,180000,2555728371,2022-05-08 20:08:48,-7.9898147,-34.8451905
513,"            Rio Doce, Olinda",        49 ,2,1,1,120000,2554490704,2022-05-08 20:08:48,-7.9661053,-34.8322058
514,"            Rua Professor Ênio Carlos de Albuquerque, Rio Doce",        200 ,3,2,2,395000,2558421434,2022-05-08 20:08:48,-7.9644261,-34.8460222
515,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        67 ,2,1,2,299900,2550670021,2022-05-08 20:08:48,-7.9824958,-34.8375212
516,"            Avenida Rui Barbosa, Jardim Atlântico",        58 ,2,1,2,250000,2559117861,2022-05-08 20:08:48,,
517,"            Rua Jornalista Luís de Andrade, Casa Caiada",        97 ,3,2,4,740000,2551875935,2022-05-08 20:08:48,-7.9866315,-34.8418334
518,"            Avenida Brasil, Rio Doce",        47 ,2,1,1,169999,2534244875,2022-05-08 20:08:48,-7.95946,-34.8465666
519,"            Avenida Ministro Marcos Freire, Casa Caiada",        100 ,4,2,3,700000,1419955480,2022-05-08 20:08:48,-7.9811394,-34.8352712
520,"            Casa Caiada, Olinda",        57 ,2,1,2,520000,2552833533,2022-05-08 20:08:48,-7.9835463,-34.8389609
521,"            Rua Professor Ênio Carlos de Albuquerque, Rio Doce",        48 ,2,1,2,60000,2558421418,2022-05-08 20:08:48,-7.9644261,-34.8460222
522,"            Rua Hélio Rodrigues Cardoso, Casa Caiada",        60 ,2,1,2,238990,2513369933,2022-05-08 20:08:48,-7.9970371,-34.8477665
523,"            Travessa Coronel Frederico Lundgren, Rio Doce",        47 ,2,1,1,186000,2553769627,2022-05-08 20:08:48,-7.967635,-34.8363487
524,"            Jardim Atlântico, Olinda",        90 ,3,1,1,300000,2555950474,2022-05-08 20:08:48,-7.9753891,-34.8459936
525,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        55 ,2,1,1,426000,2559347193,2022-05-08 20:08:48,-7.9908448,-34.8408931
526,"            Avenida Ministro Marcos Freire, Casa Caiada",        84 ,3,2,3,649000,2561529371,2022-05-08 20:08:48,-7.9811394,-34.8352712
527,"            Jardim Atlântico, Olinda",        77 ,3,1,1,160000,2543096171,2022-05-08 20:08:48,-7.9753891,-34.8459936
528,"            Jardim Atlântico, Olinda",        55 ,2,1,1,200000,2559838762,2022-05-08 20:08:48,-7.9753891,-34.8459936
529,"            Avenida Ministro Marcos Freire, Casa Caiada",        99 ,3,2,4,880000,2549228025,2022-05-08 20:08:48,-7.9811394,-34.8352712
530,"            Fragoso, Olinda",        55 ,2,1,1,215000,2559734035,2022-05-08 20:08:48,-7.9842603,-34.8520068
531,"            Avenida Ministro Marcos Freire, Casa Caiada",        99 ,3,2,2,940000,2537733532,2022-05-08 20:08:48,-7.9811394,-34.8352712
532,"            Casa Caiada, Olinda",        39 ,1,1,1,120000,1921745477,2022-05-08 20:08:48,-7.9835463,-34.8389609
533,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        90 ,3,1,2,335000,2556876408,2022-05-08 20:08:48,-7.9824958,-34.8375212
534,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        55 ,2,1,2,350000,2540061918,2022-05-08 20:08:48,-7.9824958,-34.8375212
535,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        117 ,4,2,4,630000,2558409847,2022-05-08 20:08:48,-7.9892805,-34.8399215
536,"            Rua Jornalista Luís de Andrade, Casa Caiada",        94 ,3,2,4,835000,2559742089,2022-05-08 20:08:48,-7.9866315,-34.8418334
537,"            Jardim Atlântico, Olinda",        60 ,,,,90000,2558255396,2022-05-08 20:08:48,-7.9753891,-34.8459936
538,"            Fragoso, Olinda",        50 ,2,1,1,180000,2522808481,2022-05-08 20:08:48,-7.9842603,-34.8520068
539,"            Rua Jornalista Edson Regis, Jardim Atlântico",        90 ,3,1,2,260000,2555975330,2022-05-08 20:08:48,-7.9751264,-34.8373879
540,"            Rua Catulo da Paixão Cearense, Jardim Atlântico",        100 ,3,1,1,210000,2547416080,2022-05-08 20:08:48,-7.9753849,-34.8367645
541,"            Rio Doce, Olinda",        46 ,2,1,1,210000,2553266507,2022-05-08 20:08:48,-7.9661053,-34.8322058
542,"            Jardim Atlântico, Olinda",        140 ,4,2,2,399000,2557201846,2022-05-08 20:08:48,-7.9753891,-34.8459936
543,"            Rua Eduardo de Moraes, Bairro Novo",        56 ,2,1,2,335000,2533978352,2022-05-08 20:08:48,-7.9942423,-34.8426543
544,"            Avenida Ministro Marcos Freire, Casa Caiada",        100 ,3,2,3,849000,2532308912,2022-05-08 20:08:48,-7.9811394,-34.8352712
545,"            Rua Nereu Gomes Maciel, Casa Caiada",        70 ,3,1,2,335000,2497877434,2022-05-08 20:08:48,-7.9736004,-34.8339395
546,"            Caixa d'Água, Olinda",        200 ,3,2,1,350000,2543450534,2022-05-08 20:08:48,-7.995352499999999,-34.9059823
547,"            Rua Jornalista Edson Regis, Jardim Atlântico",        76 ,3,1,2,205000,2557113117,2022-05-08 20:08:48,-7.9751264,-34.8373879
548,"            Avenida Fagundes Varela, Jardim Atlântico",        54 ,2,1,1,210000,2558427264,2022-05-08 20:08:48,-7.9770194,-34.8424944
549,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        97 ,4,2,3,450000,2446132922,2022-05-08 20:08:48,-7.9848483,-34.8380293
550,"            Avenida Nápoles, Rio Doce",        47 ,2,1,1,128000,2561084224,2022-05-08 20:08:48,-7.9675749,-34.8512369
551,"            Jardim Atlântico, Olinda",        240 ,3,2,4,650000,2561556798,2022-05-08 20:08:48,-7.9753891,-34.8459936
552,"            Rua Sérgio Godoy de Vasconcelos, Jardim Atlântico",        100 ,3,1,3,250000,2560474394,2022-05-08 20:08:48,-7.9733769,-34.8428475
553,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        61 ,3,1,2,369600,2514748074,2022-05-08 20:08:48,-7.9827993,-34.8384556
554,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        55 ,2,1,1,408000,2547252834,2022-05-08 20:08:48,-7.9908448,-34.8408931
555,"            Fragoso, Olinda",        38 ,2,1,,145063,2523705732,2022-05-08 20:08:48,-7.9842603,-34.8520068
556,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        105 ,4,2,3,400000,2553265997,2022-05-08 20:08:48,-7.9848483,-34.8380293
557,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        63 ,3,1,2,406560,2561171508,2022-05-08 20:08:48,-7.9827993,-34.8384556
558,"            Sapucaia, Olinda",        1700 ,4,3,,250000,2557202847,2022-05-08 20:08:48,-7.995946000000001,-34.8901323
559,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        279 ,7,3,4,630000,2561563176,2022-05-08 20:08:48,-7.9827993,-34.8384556
560,"            Avenida Escritor Ramos de Almeida, Jardim Atlântico",        120 ,4,1,3,220000,2558421421,2022-05-08 20:08:48,-7.9740591,-34.8454469
561,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        70 ,3,1,2,280000,2090525477,2022-05-08 20:08:48,-7.974585,-34.8386276
562,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        105 ,4,2,3,429000,2542358399,2022-05-08 20:08:48,-7.9848483,-34.8380293
563,"            Casa Caiada, Olinda",        85 ,3,2,1,359000,2559052712,2022-05-08 20:08:48,-7.9835463,-34.8389609
564,"            Casa Caiada, Olinda",        42 ,1,1,,145000,2545913296,2022-05-08 20:08:48,-7.9835463,-34.8389609
565,"            Rua Coronel João Alexandre de Carvalho, Jardim Atlântico",        59 ,2,1,2,234900,2528181632,2022-05-08 20:08:48,-7.9684097,-34.8390986
566,"            Rua Jornalista Luís de Andrade, Casa Caiada",        97 ,3,2,4,780000,2541056715,2022-05-08 20:08:48,-7.9866315,-34.8418334
567,"            Rio Doce, Olinda",        100 ,3,1,2,195000,2561945960,2022-05-08 20:08:48,-7.9661053,-34.8322058
568,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        87 ,3,1,2,370000,2553094798,2022-05-08 20:08:48,-7.9824958,-34.8375212
569,"            Jardim Atlântico, Olinda",        48 ,2,1,1,150000,2469922312,2022-05-08 20:08:48,-7.9753891,-34.8459936
570,"            Rua Larga, Bairro Novo",        50 ,2,1,2,185000,2537926446,2022-05-08 20:08:48,,
571,"            Avenida Guararapes, Jardim Atlântico",        63 ,2,1,1,199000,2559654457,2022-05-08 20:08:48,-7.9786434,-34.8422404
