,rua,metro_quadrado,quartos,garagens,banheiros,preco,id,scrapy_datetime,lat,lon
1958,"            Casa Caiada, Olinda",        282 ,4,4,4,1500000,2515872034,2022-05-08 20:08:48,-7.9835463,-34.8389609
1959,"            Rua Barão de São Borja, Bairro Novo",        150 ,4,2,3,650000,2550552675,2022-05-08 20:08:48,-7.9949765,-34.8474288
1960,"            Bultrins, Olinda",        10 ,4,3,1,550000,2522096478,2022-05-08 20:08:48,-7.9976816,-34.852405
1961,"            Avenida Ministro Marcos Freire, Casa Caiada",        140 ,3,1,3,449999,2561529354,2022-05-08 20:08:48,-7.9811394,-34.8352712
1962,"            Rua da Boa Hora, Varadouro",        1200 ,5,,,750000,2560662858,2022-05-08 20:08:48,-8.0166597,-34.8567609
1963,"            Rua Artur Serpa, Casa Caiada",        419 ,,,,119000,2559368791,2022-05-08 20:08:48,-7.9898147,-34.8451905
1964,"            Rua Coronel João Alexandre de Carvalho, Jardim Atlântico",        60 ,2,1,1,140000,2560547672,2022-05-08 20:08:48,-7.9684097,-34.8390986
1965,"            Casa Caiada, Olinda",        352 ,4,3,5,1200000,2548460304,2022-05-08 20:08:48,-7.9835463,-34.8389609
1966,"            Rua Manuel dos Santos Moreira, Casa Caiada",        120 ,3,1,3,420000,2554516626,2022-05-08 20:08:48,-7.9890199,-34.8419815
1967,"            Avenida Ministro Marcos Freire, Casa Caiada",        140 ,3,2,3,560000,2559741389,2022-05-08 20:08:48,-7.9811394,-34.8352712
1968,"            Bairro Novo, Olinda",        166 ,5,5,3,710000,2534501993,2022-05-08 20:08:48,-8.0027701,-34.8431006
1969,"            Avenida Regina Lacerda, Jardim Atlântico",        31 ,1,1,1,73000,2551479054,2022-05-08 20:08:48,-7.980241,-34.8437444
1970,"            Casa Caiada, Olinda",        10 ,3,2,1,450000,2503653386,2022-05-08 20:08:48,-7.9835463,-34.8389609
1971,"            Peixinhos, Olinda",        2967 ,60,,,8800000,2538511475,2022-05-08 20:08:48,-8.013118799999999,-34.8723992
1972,"            Travessa São Miguel, Bairro Novo",        132 ,3,3,2,650000,2508255082,2022-05-08 20:08:48,-8.2151718,-35.5681301
1973,"            Ouro Preto, Olinda",        10 ,3,2,1,400000,2494919506,2022-05-08 20:08:48,-7.996724899999999,-34.8614819
1974,"            Jardim Atlântico, Olinda",        180 ,3,2,2,750000,2554120140,2022-05-08 20:08:48,-7.9753891,-34.8459936
1975,"            Rua Bernardo Vieira de Melo, Carmo",        230 ,5,2,,950000,2556024531,2022-05-08 20:08:48,-8.0154175,-34.8528571
1976,"            Rua Ponte Preta, Salgadinho",        1000 ,8,,,900000,2560337012,2022-05-08 20:08:48,-8.0259098,-34.8649435
1977,"            Bairro Novo, Olinda",        317 ,4,1,,1250000,2474119794,2022-05-08 20:08:48,-8.0027701,-34.8431006
1978,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        41 ,1,,,360000,2559742118,2022-05-08 20:08:48,-7.9848483,-34.8380293
1979,"            Rua Prudente de Morais, Carmo",        450 ,4,2,3,2290000,2560336304,2022-05-08 20:08:48,-8.0155082,-34.8519549
1980,"            Jardim Atlântico, Olinda",        10 ,3,1,1,220000,2556109916,2022-05-08 20:08:48,-7.9753891,-34.8459936
1981,"            Rua Marechal Deodoro da Fonseca, Bairro Novo",        195 ,6,4,,750000,2544375274,2022-05-08 20:08:48,,
1982,"            Rua Professor Miguel Nunes Viana, Salgadinho",        220 ,4,6,2,750000,2551140533,2022-05-08 20:08:48,-8.0298158,-34.8712731
1983,"            Rua Álvaro da Boa Vista Maia, Jardim Atlântico",        220 ,3,4,3,900000,2549878254,2022-05-08 20:08:48,-7.9712137,-34.8395651
1984,"            Rua Carmela Dutra, Vila Popular",        1146 ,,,,1600000,2538662774,2022-05-08 20:08:48,-8.0132889,-34.8619781
1985,"            Avenida D, Rio Doce",        51 ,2,1,1,170000,2558919359,2022-05-08 20:08:48,-7.9631638,-34.8464586
1986,"            Avenida Ministro Marcos Freire, Casa Caiada",        156 ,4,2,2,749900,2558452897,2022-05-08 20:08:48,-7.9811394,-34.8352712
1987,"            Rua Pereira Simões, Bairro Novo",        117 ,5,2,4,795000,2560618175,2022-05-08 20:08:48,-8.0005265,-34.8434549
1988,"            Avenida Pan Nordestina, Vila Popular",        18065 ,,,,12000000,2556891717,2022-05-08 20:08:48,-8.0151179,-34.8599807
1989,"            Rua Maria da Conceição Viana, Jardim Atlântico",        480 ,6,3,5,800000,2537290476,2022-05-08 20:08:48,-7.9723606,-34.8369187
1990,"            Casa Caiada, Olinda",        157 ,5,2,4,700000,2535298667,2022-05-08 20:08:48,-7.9835463,-34.8389609
1991,"            Ladeira da Misericórdia, Amparo",        400 ,5,3,,1300000,2531817124,2022-05-08 20:08:48,-22.7097409,-46.77484459999999
1992,"            Rua São Francisco, Carmo",        1000 ,18,8,4,1800000,2546789945,2022-05-08 20:08:48,-8.0149842,-34.8478095
1993,"            Rua Maria Judith Lins, Casa Caiada",        189 ,5,5,2,670000,2556866809,2022-05-08 20:08:48,-7.9937372,-34.8439082
1994,"            Avenida Ministro Marcos Freire, Casa Caiada",        352 ,4,3,5,1200000,2552215700,2022-05-08 20:08:48,-7.9811394,-34.8352712
1995,"            Casa Caiada, Olinda",        272 ,5,1,,680000,2556109635,2022-05-08 20:08:48,-7.9835463,-34.8389609
1996,"            Avenida Ministro Marcos Freire, Casa Caiada",        138 ,3,1,3,430000,2529409476,2022-05-08 20:08:48,-7.9811394,-34.8352712
1997,"            Rua Coronel João Manguinhos, Bairro Novo",        600 ,6,3,7,1200000,2521197819,2022-05-08 20:08:48,-7.9997951,-34.8440356
1998,"            Casa Caiada, Olinda",        115 ,3,2,3,400000,2553589111,2022-05-08 20:08:48,-7.9835463,-34.8389609
1999,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        360 ,5,3,4,1300000,2488116529,2022-05-08 20:08:48,-7.9848483,-34.8380293
2000,"            Casa Caiada, Olinda",        150 ,3,2,1,570000,2542575617,2022-05-08 20:08:48,-7.9835463,-34.8389609
2001,"            Largo do Amparo, Amparo",        150 ,1,2,,600000,2560662860,2022-05-08 20:08:48,,
2002,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        41 ,1,1,1,350000,2560816212,2022-05-08 20:08:48,-7.9848483,-34.8380293
2003,"            Rua Manuel dos Santos Moreira, Casa Caiada",        128 ,4,1,2,420000,2558537654,2022-05-08 20:08:48,-7.9890199,-34.8419815
2004,"            Rua Professor Miguel Nunes Viana, Salgadinho",        220 ,4,6,2,750000,2560338171,2022-05-08 20:08:48,-8.0298158,-34.8712731
2005,"            Avenida Ministro Marcos Freire, Casa Caiada",        156 ,4,2,4,750000,2558241258,2022-05-08 20:08:48,-7.9811394,-34.8352712
2006,"            Rua Treze de Maio, Carmo",        250 ,5,6,3,1200000,2503392342,2022-05-08 20:08:48,-8.0160291,-34.853403
2007,"            Rua Professor Francisco Xavier Paes Barreto, Casa Caiada",        89 ,3,1,2,280000,2508255275,2022-05-08 20:08:48,-7.9903257,-34.8422608
2008,"            Casa Caiada, Olinda",        96 ,3,5,2,850000,2550381996,2022-05-08 20:08:48,-7.9835463,-34.8389609
2009,"            Área Rural, Area Rural de Olinda",,,,,750000,2554833652,2022-05-08 20:08:48,-7.992019300000001,-34.84223679999999
2010,"            Bairro Novo, Olinda",        360 ,3,3,2,649000,2552954843,2022-05-08 20:08:48,-8.0027701,-34.8431006
2011,"            Avenida Governador Carlos de Lima Cavalcante, Bairro Novo",        480 ,6,5,,800000,2538071173,2022-05-08 20:08:48,-7.9999362,-34.8461515
2012,"            Casa Caiada, Olinda",        10 ,1,1,,425000,2552676808,2022-05-08 20:08:48,-7.9835463,-34.8389609
2013,"            Rua Professor Marculino Botelho, Casa Caiada",        82 ,3,1,2,319000,2547788857,2022-05-08 20:08:48,-7.9920492,-34.8421789
2014,"            Jardim Atlântico, Olinda",        177 ,4,1,,740000,2534584434,2022-05-08 20:08:48,-7.9753891,-34.8459936
2015,"            Rua Oito, Rio Doce",        170 ,5,1,5,350001,2559679667,2022-05-08 20:08:48,-7.9593894,-34.8542665
2016,"            Rua Marechal Deodoro da Fonseca, Bairro Novo",        250 ,,,,750000,2559742087,2022-05-08 20:08:48,,
2017,"            Bairro Novo, Olinda",        720 ,6,8,4,1000000,2556837078,2022-05-08 20:08:48,-8.0027701,-34.8431006
2018,"            Jardim Fragoso, Olinda",        10 ,2,1,1,180000,2555146034,2022-05-08 20:08:48,-7.977691999999999,-34.8546228
2019,"            Avenida Ministro Marcos Freire, Casa Caiada",        192 ,5,1,6,549900,2558457570,2022-05-08 20:08:48,-7.9811394,-34.8352712
2020,"            Rua José Augusto da Silva Braga, Bairro Novo",        200 ,4,4,,698000,2561527912,2022-05-08 20:08:48,-8.0006416,-34.8448816
2021,"            Avenida Ministro Marcos Freire, Casa Caiada",        138 ,4,2,4,749999,2561527945,2022-05-08 20:08:48,-7.9811394,-34.8352712
2022,"            Jardim Atlântico, Olinda",        1170 ,,,,1500000,2550042756,2022-05-08 20:08:48,-7.9753891,-34.8459936
2023,"            Rua Coronel João Ribeiro, Bairro Novo",        698 ,2,,,4500000,2554338787,2022-05-08 20:08:48,-8.0007627,-34.8421559
2024,"            Ladeira da Misericórdia, Amparo",        400 ,7,3,,1300000,90396482,2022-05-08 20:08:48,-22.7097409,-46.77484459999999
2025,"            Bairro Novo, Olinda",        187 ,5,2,1,870000,2493079236,2022-05-08 20:08:48,-8.0027701,-34.8431006
2026,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        198 ,2,3,3,550000,2530693453,2022-05-08 20:08:48,-7.9892805,-34.8399215
2027,"            Salgadinho, Olinda",        246 ,13,4,9,900000,2523705987,2022-05-08 20:08:48,-8.028740899999999,-34.8682103
2028,"            Rua Bom Jardim, Fragoso",        430 ,5,6,5,830000,2517731975,2022-05-08 20:08:48,-7.9815504,-34.8466486
2029,"            Águas Compridas, Olinda",        10 ,2,1,,1600000,2543096167,2022-05-08 20:08:48,-7.9903232,-34.8977462
2030,"            Avenida Ministro Marcos Freire, Casa Caiada",        120 ,3,4,,649000,2561969301,2022-05-08 20:08:48,-7.9811394,-34.8352712
2031,"            Casa Caiada, Olinda",        106 ,3,1,1,385000,2476867088,2022-05-08 20:08:48,-7.9835463,-34.8389609
2032,"            Casa Caiada, Olinda",        211 ,4,2,4,870000,2552436443,2022-05-08 20:08:48,-7.9835463,-34.8389609
2033,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        160 ,4,4,5,1260000,2458994401,2022-05-08 20:08:48,-7.9848483,-34.8380293
2034,"            Jardim Atlântico, Olinda",        10 ,3,5,1,600000,2461152296,2022-05-08 20:08:48,-7.9753891,-34.8459936
2035,"            Jardim Fragoso, Olinda",        10 ,3,2,1,800000,2461152301,2022-05-08 20:08:48,-7.977691999999999,-34.8546228
2036,"            Varadouro, Olinda",        636 ,6,1,5,5500000,2539249482,2022-05-08 20:08:48,-8.019477,-34.8538024
2037,"            Rua Catulo da Paixão Cearense, Jardim Atlântico",        148 ,4,2,2,269000,2540630099,2022-05-08 20:08:48,-7.9753849,-34.8367645
2038,"            Jardim Atlântico, Olinda",        10 ,3,8,1,490000,2474708683,2022-05-08 20:08:48,-7.9753891,-34.8459936
2039,"            Rua Antônio Dias, Bultrins",        1008 ,,,,950000,2549923383,2022-05-08 20:08:48,-8.0002087,-34.8515054
2040,"            Casa Caiada, Olinda",        10 ,4,1,1,550000,2529626618,2022-05-08 20:08:48,-7.9835463,-34.8389609
2041,"            Avenida Ministro Marcos Freire, Casa Caiada",        139 ,3,1,3,419990,2559450324,2022-05-08 20:08:48,-7.9811394,-34.8352712
2042,"            Praça General Dantas Barreto, Carmo",        59 ,5,5,5,1350000,2557219562,2022-05-08 20:08:48,-8.0138793,-34.8439776
2043,"            Casa Caiada, Olinda",        106 ,3,1,1,380000,2550511063,2022-05-08 20:08:48,-7.9835463,-34.8389609
2044,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        225 ,5,2,3,300000,2537219351,2022-05-08 20:08:48,-7.9848483,-34.8380293
2045,"            Rio Doce, Olinda",        10 ,3,2,1,370000,2461152293,2022-05-08 20:08:48,-7.9661053,-34.8322058
2046,"            Casa Caiada, Olinda",        10 ,3,4,1,580000,2528184852,2022-05-08 20:08:48,-7.9835463,-34.8389609
2047,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        200 ,4,4,2,790000,2543989394,2022-05-08 20:08:48,-7.9824958,-34.8375212
2048,"            Jardim Atlântico, Olinda",        10 ,3,3,1,750000,2552167464,2022-05-08 20:08:48,-7.9753891,-34.8459936
2049,"            Avenida Ministro Marcos Freire, Casa Caiada",        156 ,4,2,2,750000,2548482169,2022-05-08 20:08:48,-7.9811394,-34.8352712
2050,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        260 ,5,2,3,900000,2558425238,2022-05-08 20:08:48,-7.9908448,-34.8408931
2051,"            Rua Treze de Maio, Carmo",        300 ,3,4,3,2800000,2540678855,2022-05-08 20:08:48,-8.0160291,-34.853403
2052,"            Rua Pereira Simões, Bairro Novo",        159 ,3,2,1,580000,2521517836,2022-05-08 20:08:48,-8.0005265,-34.8434549
2053,"            Rua Turquesa, Jardim Atlântico",        10612 ,6,3,,4500000,2484131892,2022-05-08 20:08:48,-7.9737019,-34.8513529
2054,"            Bairro Novo, Olinda",        210 ,5,3,1,1150000,2558253213,2022-05-08 20:08:48,-8.0027701,-34.8431006
2055,"            Rua do Sol, Bairro Novo",        450 ,1,1,,2200000,2553318858,2022-05-08 20:08:48,-8.012774,-34.8438148
2056,"            Rua Integração, Fragoso",        9600 ,,,,4000000,2560662364,2022-05-08 20:08:48,-7.9805802,-34.8548041
2057,"            Casa Caiada, Olinda",        10 ,3,2,1,600000,2461152099,2022-05-08 20:08:48,-7.9835463,-34.8389609
2058,"            Casa Caiada, Olinda",        144 ,4,4,3,954000,2561961986,2022-05-08 20:08:48,-7.9835463,-34.8389609
2059,"            Rua Coronel João Ribeiro, Bairro Novo",        199 ,4,3,1,520000,2541991778,2022-05-08 20:08:48,-8.0007627,-34.8421559
2060,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        260 ,4,2,4,880000,2557862447,2022-05-08 20:08:48,-7.9848483,-34.8380293
2061,"            Rua da Boa Hora, Varadouro",        200 ,2,4,2,800000,2560662570,2022-05-08 20:08:48,-8.0166597,-34.8567609
2062,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        67 ,2,1,1,320000,2552563476,2022-05-08 20:08:48,-7.9848483,-34.8380293
2063,"            Avenida Ministro Marcos Freire, Casa Caiada",        220 ,3,4,3,1000000,2558425236,2022-05-08 20:08:48,-7.9811394,-34.8352712
2064,"            Casa Caiada, Olinda",        10 ,1,1,1,350000,2461152290,2022-05-08 20:08:48,-7.9835463,-34.8389609
2065,"            Casa Caiada, Olinda",        143 ,3,1,3,475000,2525833781,2022-05-08 20:08:48,-7.9835463,-34.8389609
2066,"            Rua Turquesa, Jardim Atlântico",        700 ,3,3,,4500000,2551142174,2022-05-08 20:08:48,-7.9737019,-34.8513529
2067,"            Rua Pereira Simões, Bairro Novo",        159 ,3,2,3,730000,2559190966,2022-05-08 20:08:48,-8.0005265,-34.8434549
2068,"            Avenida Ministro Marcos Freire, Casa Caiada",        1900 ,80,,,12900000,2551140909,2022-05-08 20:08:48,-7.9811394,-34.8352712
2069,"            Avenida Ministro Marcos Freire, Casa Caiada",        352 ,4,3,5,1200000,2560337681,2022-05-08 20:08:48,-7.9811394,-34.8352712
2070,"            Rua Manuel Borba, Carmo",        420 ,4,3,,1200000,2551111270,2022-05-08 20:08:48,,
2071,"            Bairro Novo, Olinda",        10 ,3,3,2,750000,2524647248,2022-05-08 20:08:48,-8.0027701,-34.8431006
2072,"            Rua Professor Francisco Xavier Paes Barreto, Casa Caiada",        80 ,2,1,2,280000,2554338142,2022-05-08 20:08:48,-7.9903257,-34.8422608
2073,"            Rua Coronel João Ribeiro, Bairro Novo",        200 ,4,4,2,920000,2559395110,2022-05-08 20:08:48,-8.0007627,-34.8421559
2074,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        117 ,3,2,2,420000,2543401551,2022-05-08 20:08:48,-7.9848483,-34.8380293
2075,"            Avenida Ministro Marcos Freire, Casa Caiada",        192 ,5,1,1,550000,2558549476,2022-05-08 20:08:48,-7.9811394,-34.8352712
2076,"            Casa Caiada, Olinda",        10 ,4,6,1,700000,2550672157,2022-05-08 20:08:48,-7.9835463,-34.8389609
2077,"            Avenida Ministro Marcos Freire, Casa Caiada",        156 ,4,2,2,750000,2558225124,2022-05-08 20:08:48,-7.9811394,-34.8352712
2078,"            Rua Bispo Coutinho, Carmo",        500 ,6,10,3,4900000,2541059797,2022-05-08 20:08:48,-8.0135952,-34.8500599
2079,"            Vila Popular, Olinda",        7000 ,,,,6000000,2524840529,2022-05-08 20:08:48,-8.0144028,-34.8627151
2080,"            Bairro Novo, Olinda",        10 ,3,2,1,520000,2550376894,2022-05-08 20:08:48,-8.0027701,-34.8431006
2081,"            Avenida Ministro Marcos Freire, Casa Caiada",        192 ,5,1,6,550000,2558244742,2022-05-08 20:08:48,-7.9811394,-34.8352712
2082,"            Bairro Novo, Olinda",        190 ,3,3,2,600000,2548326900,2022-05-08 20:08:48,-8.0027701,-34.8431006
2083,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        3783 ,1,,,15000000,2550859415,2022-05-08 20:08:48,-7.9848483,-34.8380293
2084,"            Casa Caiada, Olinda",        225 ,4,2,2,900000,2534417576,2022-05-08 20:08:48,-7.9835463,-34.8389609
2085,"            Casa Caiada, Olinda",        211 ,5,3,3,930000,2543388937,2022-05-08 20:08:48,-7.9835463,-34.8389609
2086,"            Casa Caiada, Olinda",        200 ,1,8,1,1000000,2468787605,2022-05-08 20:08:48,-7.9835463,-34.8389609
2087,"            Carmo, Olinda",        400 ,7,3,,1300000,2553120212,2022-05-08 20:08:48,-8.0171147,-34.84999970000001
2088,"            Carmo, Olinda",        400 ,7,3,,1300000,2553120212,2022-05-08 20:08:48,-8.0171147,-34.84999970000001
2089,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        78 ,2,1,1,280000,2559121265,2022-05-08 20:08:48,-7.9848483,-34.8380293
2090,"            Varadouro, Olinda",        1000 ,3,4,4,1299000,2556772531,2022-05-08 20:08:48,-8.019477,-34.8538024
2091,"            Rua Neusta Pierre, Jardim Atlântico",        220 ,3,2,2,650000,2559121272,2022-05-08 20:08:48,-7.9767988,-34.8413432
2092,"            Amparo, Olinda",        10 ,4,1,2,400000,2531288123,2022-05-08 20:08:48,-8.013766,-34.8542831
2093,"            Avenida Ministro Marcos Freire, Casa Caiada",        352 ,4,3,5,1200000,2551142065,2022-05-08 20:08:48,-7.9811394,-34.8352712
2094,"            Jardim Atlântico, Olinda",        10 ,2,2,1,880000,2542196690,2022-05-08 20:08:48,-7.9753891,-34.8459936
2095,"            Avenida Ministro Marcos Freire, Casa Caiada",        146 ,4,1,4,620000,2559467068,2022-05-08 20:08:48,-7.9811394,-34.8352712
2096,"            Rua Professora Marly Figueiredo, Casa Caiada",        331 ,4,4,6,1650000,2552353291,2022-05-08 20:08:48,-7.9850513,-34.8406729
2097,"            Bairro Novo, Olinda",        390 ,1,1,,600000,2549783865,2022-05-08 20:08:48,-8.0027701,-34.8431006
2098,"            Rio Doce, Olinda",        5 ,1,1,,838998,2556060770,2022-05-08 20:08:48,-7.9661053,-34.8322058
2099,"            Rua da Boa Hora, Varadouro",        300 ,4,3,4,3000000,2560662873,2022-05-08 20:08:48,-8.0166597,-34.8567609
2100,"            Rua São Francisco, Carmo",        11000 ,5,5,3,1900000,2560663156,2022-05-08 20:08:48,-8.0149842,-34.8478095
2101,"            Avenida Ministro Marcos Freire, Casa Caiada",        195 ,5,1,5,550000,2558225120,2022-05-08 20:08:48,-7.9811394,-34.8352712
